address,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode
Address: 1600 Webster Street #311,1600 Webster St APT 311,1.0,1.0,986.0,07/09/2013,850000.0,37.78568,-122.430955,Lower Pacific Heights,4.0,SingleFamily,2005.0,908846.0,94115.0
Address: 5 Hugo Street,511 Hugo St # 5,1.0,2.0,1248.0,06/01/1988,216000.0,37.76521,-122.458083,Inner Sunset,4.0,Condominium,1925.0,1206548.0,94122.0
Address: 223 Evelyn Way,223 Evelyn Way,2.0,3.0,1596.0,07/09/2013,1065000.0,37.743214,-122.450333,Miraloma Park,6.0,SingleFamily,1951.0,1252772.0,94127.0
Address: 30 Prescott Court,30 Prescott Ct,4.0,5.0,1772.0,01/23/2014,1725000.0,37.798853,-122.403029,Telegraph Hill,10.0,Duplex,1907.0,1964356.0,94133.0
Address: 1437 Sacramento Street,1437 Sacramento St,1.5,2.0,1520.0,07/09/2013,1200000.0,37.791791,-122.416595,Nob Hill,4.0,Condominium,1908.0,1320346.0,94109.0
Address: 188 Minna Street #22F,188 Minna St APT 22F,1.5,1.0,1147.0,07/09/2013,1250000.0,37.786289,-122.401374,Yerba Buena,4.0,Condominium,2005.0,1694945.0,94105.0
Address: 425 1st Street #1406,425 1st St UNIT 1406,2.0,2.0,1238.0,07/09/2013,1290000.0,37.786064,-122.392173,South Beach,4.0,Condominium,2008.0,1631414.0,94105.0
Address: 1 San Pablo Avenue,1 San Pablo Ave,2.5,3.0,1695.0,08/05/2015,1700000.0,37.740053,-122.46066,St. Francis Wood,7.0,SingleFamily,1929.0,1910070.0,94127.0
Address: 432 Laurel Street,432-436 Laurel St,9.0,9.0,4460.0,10/23/2013,930000.0,37.787319,-122.449851,Presidio Heights,16.0,SingleFamily,1900.0,5274079.0,94118.0
Address: 188 Minna Street #31B,188 Minna St APT 31B,2.5,2.0,1731.0,07/09/2013,1690000.0,37.786289,-122.401374,Yerba Buena,5.0,SingleFamily,2005.0,3199714.0,94105.0
Address: 58 Caselli Avenue,58 Caselli Ave,3.5,4.0,2661.0,07/09/2013,1700000.0,37.759958,-122.440633,Eureka Valley - Dolores Heights - Castro,7.0,Condominium,2001.0,2469535.0,94114.0
Address: 3439 Sacramento Street #401,3439 Sacramento St APT 401,2.0,3.0,1942.0,07/10/2015,2495000.0,37.787612,-122.449287,Presidio Heights,6.0,Condominium,2000.0,2532132.0,94118.0
Address: 101 Maple Street,101 Maple St,4.5,4.0,3950.0,07/09/2013,3300000.0,37.789549,-122.45596,Presidio Heights,9.0,SingleFamily,1971.0,9330899.0,94118.0
Address: 2062 Jackson Street,2062 Jackson St,2.5,3.0,2028.0,07/09/2013,4000000.0,37.793443,-122.429062,Pacific Heights,6.0,Condominium,1909.0,3447433.0,94109.0
Address: 3409 Pacific Avenue,3409 Pacific Ave,4.5,6.0,3645.0,07/09/2013,4970000.0,37.790975,-122.451243,Presidio Heights,13.0,SingleFamily,1908.0,8086299.0,94118.0
Address: 239 Brannan Street #2G,239 Brannan St UNIT 2G,1.5,1.0,893.0,07/08/2013,85000.0,37.782575,-122.390364,South Beach,3.0,Condominium,2002.0,1134943.0,94107.0
Address: 2075 Sutter Street #319,2075 Sutter St APT 319,1.0,1.0,677.0,07/08/2013,650000.0,37.785647,-122.434462,Lower Pacific Heights,4.0,Condominium,1992.0,806233.0,94115.0
Address: 225 Valley Street,225 Valley St,2.5,2.0,924.0,07/08/2013,823500.0,37.744185,-122.42788,Noe Valley,5.0,Condominium,1900.0,1077084.0,94131.0
Address: 181 Ofarrell Street #502,181 Ofarrell St STE 502,1.0,1.0,1499.0,07/08/2013,915000.0,37.78619,-122.40763,Downtown,5.0,MultiFamily2To4,2006.0,1360038.0,94102.0
Address: 2471 35th Avenue,2471 35th Ave,2.5,4.0,1742.0,07/08/2013,950000.0,37.740972,-122.493073,Parkside,5.0,SingleFamily,1923.0,1147012.0,94116.0
Address: 1801 Broderick Street #1,1801 Broderick St # 1,2.0,3.0,1713.0,07/08/2013,1550000.0,37.787084,-122.442122,Lower Pacific Heights,5.0,Condominium,1977.0,2089446.0,94115.0
Address: 2550 Baker Street,2550 Baker St,4.0,4.0,3950.0,07/08/2013,5550000.0,37.794642,-122.444876,Pacific Heights,10.0,SingleFamily,1907.0,7900789.0,94123.0
Address: 8100 Oceanview Terrace #214,8100 Oceanview Ter APT 214,2.0,2.0,1019.0,09/02/2014,285000.0,37.71048,-122.467645,Ingleside Heights,4.0,Condominium,2002.0,641685.0,94132.0
Address: 162 South Lake Merced Hills,162 S Lake Merced Hls,3.5,4.0,2600.0,07/05/2013,685000.0,37.708747,-122.483916,Lakeshore,12.0,Condominium,1975.0,1167040.0,94132.0
Address: 856 York Street,856 York St,1.0,2.0,1122.0,07/05/2013,780000.0,37.758356,-122.408996,Mission,4.0,Condominium,1900.0,977635.0,94110.0
Address: 194 Cayuga Avenue,194 Cayuga Ave,1.0,2.0,1891.0,07/05/2013,841000.0,37.730795,-122.433004,Mission Terrace,7.0,SingleFamily,1937.0,1193907.0,94112.0
Address: 2323 44th Avenue,2323 44th Ave,1.0,2.0,1250.0,07/05/2013,910000.0,37.743234,-122.502902,Outer Parkside,5.0,SingleFamily,1941.0,1184895.0,94116.0
Address: 38 Glen Court,38 Glen Ct,3.5,3.0,2150.0,07/05/2013,999500.0,37.733855,-122.430026,Bernal Heights,6.891703089988411,SingleFamily,2005.0,2030366.0,94112.0
Address: 476 Hickory Street,476 Hickory St,2.0,2.0,1400.0,07/05/2013,1070000.0,37.77501,-122.427209,Hayes Valley,5.0,SingleFamily,1900.0,1270943.0,94102.0
Address: 1034 Vallejo Street,1034 Vallejo St,2.0,2.0,1400.0,07/05/2013,1500000.0,37.798125,-122.414699,Russian Hill,9.0,Condominium,1906.0,1513137.0,94133.0
Address: 3636 21st Street,3636 21st St,1.0,3.0,2296.0,07/05/2013,2325000.0,37.756682,-122.428814,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,1905.0,4129125.0,94114.0
Address: 2211 California Street #205,2211 California St APT 205,1.0,0.0,409.0,07/03/2013,267500.0,37.788961,-122.430971,Lower Pacific Heights,2.0,Condominium,1911.0,625498.0,94115.0
Address: 1277 Alemany Boulevard,1277 Alemany Blvd,1.0,2.0,1110.0,07/03/2013,550000.0,37.729864,-122.432513,Mission Terrace,5.0,SingleFamily,1930.0,1123554.0,94112.0
Address: 12 Avalon Avenue #2,12 Avalon Ave APT 2,2.0,2.0,1127.0,07/03/2013,555000.0,37.72757,-122.432214,Excelsior,5.0,Condominium,1979.0,794895.0,94112.0
Address: 242 Gambier Street,242 Gambier St,1.0,2.0,1147.0,07/03/2013,642500.0,37.726208,-122.421913,Portola,5.0,SingleFamily,1954.0,824222.0,94134.0
Address: 34 Porter Street,34 Porter St,2.0,3.0,1488.0,08/25/2015,1300000.0,37.734508,-122.418334,Bernal Heights,7.0,SingleFamily,1926.0,1165583.0,94110.0
Address: 1418 Jackson Street,1418 Jackson St,1.0,2.0,832.0,07/03/2013,696000.0,37.794735,-122.418515,Nob Hill,4.0,Condominium,1908.0,922170.0,94109.0
Address: 1124 Noriega Street,1124 Noriega St,2.0,3.0,1275.0,07/03/2013,710000.0,37.754511,-122.475958,Inner Sunset,6.0,SingleFamily,1960.0,977439.0,94122.0
Address: 333 1st Street #1802,333 1st St UNIT 1802,1.0,1.0,713.0,07/03/2013,770000.0,37.787029,-122.393638,South Beach,3.0,Condominium,2004.0,927310.0,94105.0
Address: 419 Panorama Drive,419 Panorama Dr,1.0,2.0,1049.0,07/03/2013,775000.0,37.752005,-122.452277,Midtown Terrace,5.0,SingleFamily,1957.0,1017254.0,94131.0
Address: 360 Dwight Street,360 Dwight St,2.0,4.0,1844.0,07/03/2013,789000.0,37.723317,-122.405747,Portola,7.0,SingleFamily,1981.0,860263.0,94134.0
Address: 1967 31st Avenue,1967 31st Ave,2.0,3.0,2100.0,07/03/2013,945000.0,37.750553,-122.489439,Parkside,7.0,SingleFamily,1942.0,1263450.0,94116.0
Address: 1738 27th Avenue,1738 27th Ave,4.0,0.0,1941.0,07/03/2013,950000.0,37.754985,-122.484794,Central Sunset,9.0,SingleFamily,1941.0,1385194.0,94122.0
Address: 2 Dawnview Way,2 Dawnview Way,4.0,2.0,2117.0,07/03/2013,950000.0,37.74791,-122.447645,Midtown Terrace,9.0,SingleFamily,1951.0,1596308.0,94131.0
Address: 147 Peralta Avenue,147 Peralta Ave,3.5,4.0,2706.0,07/10/2014,2025000.0,37.747006,-122.407779,Bernal Heights,9.0,SingleFamily,1910.0,2163822.0,94110.0
Address: 3354 20th Street #1,3354 20th St # 2,2.0,2.0,1516.0,02/17/2009,125000.0,37.759037,-122.415985,Mission,6.0,Condominium,2008.0,1819423.0,94110.0
Address: 2411 15th Street,2411 15th St,1.0,2.0,926.0,07/03/2013,1150000.0,37.765723,-122.437278,Corona Heights,5.0,Condominium,1956.0,1063311.0,94114.0
Address: 440 28th Street,440 28th St,2.0,2.0,1057.0,07/03/2013,1150000.0,37.745187,-122.432384,Noe Valley,6.0,SingleFamily,1910.0,1650776.0,94131.0
Address: 937 Clayton Street,937 Clayton St,2.5,4.0,2024.1257762916503,07/03/2013,1275000.0,37.764602,-122.447704,Parnassus - Ashbury,6.0,Condominium,1965.0,1562333.0,94117.0
Address: 2200 Pacific Avenue #11F,2200 Pacific Ave APT 11F,2.0,2.0,1896.0,07/03/2013,1450000.0,37.793994,-122.43182,Pacific Heights,5.0,Condominium,1962.0,1472407.0,94115.0
Address: 3018 Clay Street,3018 Clay St,2.0,3.0,2447.0,07/03/2013,2000000.0,37.789813,-122.443393,Pacific Heights,7.0,Condominium,1900.0,3131288.0,94115.0
Address: 425 1st Street #3001,425 1st St UNIT 3001,2.0,2.0,1856.0,07/03/2013,2300000.0,37.786064,-122.392173,South Beach,5.0,Condominium,2008.0,3038357.0,94105.0
Address: 806 Noe Street,806 Noe St,3.5,4.0,2209.0,07/03/2013,2400000.0,37.756015,-122.432593,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,1908.0,2721880.0,94114.0
Address: 742 Delta Street,742 Delta St,3.0,2.0,1100.0,07/02/2013,350000.0,37.711273,-122.410347,Visitacion Valley,5.0,SingleFamily,1900.0,765159.0,94134.0
Address: 2012 Keith Street,2012 Keith St,2.0,4.0,930.0,07/02/2013,448000.0,37.728496,-122.390485,Bayview,5.0,SingleFamily,1904.0,588293.0,94124.0
Address: 2023 Carroll Avenue,2023 Carroll Ave,1.0,2.0,886.0,07/02/2013,512000.0,37.72932,-122.401562,Silver Terrace,5.0,SingleFamily,1926.0,661099.0,94124.0
Address: 138 28th Street #3,138 28th St APT 3,1.0,1.0,609.0,07/02/2013,575000.0,37.745616,-122.425537,Noe Valley,3.0,Condominium,1950.0,778531.0,94131.0
Address: 1679 19th Avenue,1679 19th Ave,2.0,3.0,1650.0,07/02/2013,735000.0,37.756376,-122.476913,Central Sunset,6.0,SingleFamily,2001.0,1126337.0,94122.0
Address: 882 Moultrie Street,882 Moultrie St,2.0,3.0,1321.0,07/02/2013,750000.0,37.733451,-122.416491,Bernal Heights,5.0,SingleFamily,1992.0,1639048.0,94110.0
Address: 116 29th Street,116 29th St,1.0,2.0,986.0,07/02/2013,849000.0,37.744163,-122.423065,Noe Valley,5.0,Condominium,2005.0,1005357.0,94110.0
Address: 310 Scott Street,310 Scott St,2.0,1.0,1017.0,07/02/2013,881000.0,37.772627,-122.435566,Hayes Valley,4.0,Condominium,1900.0,1036285.0,94117.0
Address: 2068 3rd Street #T12,2068 3rd St # T12,2.5,2.0,1476.0,07/02/2013,890000.0,37.76345,-122.389114,Central Waterfront - Dogpatch,3.0,SingleFamily,1999.0,1425432.0,94107.0
Address: 647 Grand View Avenue #3,647 Grand View Ave APT 3,2.0,2.0,1068.0,07/02/2013,910000.0,37.7499,-122.442329,Noe Valley,5.0,Condominium,1965.0,1203891.0,94114.0
Address: 969 Hampshire Street,969 Hampshire St,1.0,2.0,1322.0,07/02/2013,1050000.0,37.756648,-122.407376,Mission,6.0,Condominium,1924.0,1008077.0,94110.0
Address: 650 Delancey Street #203,650 Delancey St APT 203,2.0,2.0,1619.0,12/16/2015,2175000.0,37.782775,-122.389686,South Beach,3.0,Condominium,1996.0,2041363.0,94107.0
Address: 251 Vicente Street,251 Vicente St,4.0,4.0,2670.0,07/02/2013,1300500.0,37.73963,-122.469128,West Portal,8.0,SingleFamily,1924.0,1796906.0,94127.0
Address: 1644 Funston Avenue,1644 Funston Ave,3.0,4.0,3119.0,07/02/2013,1604000.0,37.757396,-122.469814,Inner Sunset,12.0,SingleFamily,1937.0,2198141.0,94122.0
Address: 1665 8th Avenue,1665 8th Ave,3.5,4.0,3445.0,07/02/2013,1756000.0,37.757263,-122.465079,Inner Sunset,9.0,SingleFamily,1914.0,2242073.0,94122.0
Address: 1170 Sacramento Street #11B,1170 Sacramento St APT 11B,3.0,2.0,1961.0,07/02/2013,2700000.0,37.79293,-122.412195,Nob Hill,4.0,Condominium,1963.0,3502292.0,94108.0
Address: 350 Greenwich Street,350 Greenwich St,1.0,2.0,1688.0,07/02/2013,2775000.0,37.80305,-122.40535,Telegraph Hill,5.0,Condominium,1937.0,2685162.0,94133.0
Address: 3271 Jackson Street,3271 Jackson St,2.0,3.0,2601.0,07/02/2013,2810000.0,37.790412,-122.448558,Presidio Heights,8.0,Condominium,1903.0,3776475.0,94118.0
Address: 2060 Jackson Street,2060 Jackson St,3.5,3.0,2578.0,07/02/2013,3995000.0,37.793441,-122.429061,Pacific Heights,6.0,Condominium,1909.0,4185191.0,94109.0
Address: 1961 Green Street,1961 Green St,4.5,5.0,3850.0,07/02/2013,4650000.0,37.796383,-122.431266,Pacific Heights,16.0,SingleFamily,1900.0,5866616.0,94123.0
Address: 1125 Goettingen Street,1125 Goettingen St,2.0,3.0,1294.0,07/01/2013,588000.0,37.718167,-122.402638,Visitacion Valley,6.0,SingleFamily,1940.0,790155.0,94134.0
Address: 1880 Steiner Street #213,1880 Steiner St APT 213,2.0,2.0,1001.0,07/01/2013,880000.0,37.786575,-122.43472,Lower Pacific Heights,4.0,Condominium,1999.0,921348.0,94115.0
Address: 18 Romain Street,18 Romain St,1.0,2.0,1442.0,07/01/2013,1100000.0,37.756577,-122.439339,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,1954.0,1590454.0,94114.0
Address: 1395 Hudson Avenue,1395 Hudson Ave,2.0,3.0,1330.0,11/20/2013,600000.0,37.737689,-122.384596,Bayview,7.0,SingleFamily,1986.0,590703.0,94124.0
Address: 2250 24th Street #330,2250 24th St APT 330,1.0,1.0,626.0,07/05/2013,425000.0,37.753905,-122.40202,Potrero Hill,3.0,MultiFamily2To4,1989.0,629777.0,94107.0
Address: 621 Lakeview Avenue,621 Lakeview Ave,2.0,3.0,1150.0,06/28/2013,444000.0,37.718032,-122.45677,Oceanview,7.0,SingleFamily,1955.0,749407.0,94112.0
Address: 1330 Stevenson Street #C204,1330 Stevenson St APT C204,1.0,1.0,550.0,06/28/2013,475000.0,37.77111,-122.422065,South of Market,2.0,Condominium,1997.0,610391.0,94103.0
Address: 5 Naples Street,5 Naples St,3.0,4.0,2362.0,06/28/2013,480000.0,37.728407,-122.425151,Excelsior,4.0,SingleFamily,2016.0,782106.0,94112.0
Address: 107 Athens Street,107 Athens St,1.0,2.0,750.0,06/28/2013,565000.0,37.726051,-122.424815,Excelsior,4.0,SingleFamily,1950.0,700850.0,94112.0
Address: 12 Avalon Avenue #5,12 Avalon Ave APT 5,2.0,2.0,1135.0,06/28/2013,580000.0,37.72757,-122.432214,Excelsior,5.0,Condominium,1979.0,796420.0,94112.0
Address: 2907 Octavia Street,2907 Octavia St,1.0,1.0,657.0,06/28/2013,580000.0,37.799147,-122.429347,Cow Hollow,4.0,Condominium,1900.0,745171.0,94123.0
Address: 999 Wisconsin Street #11,999 Wisconsin St APT 11,2.0,2.0,983.0,06/28/2013,631000.0,37.754979,-122.398404,Potrero Hill,4.0,Condominium,1988.0,971963.0,94107.0
Address: 1562 24th Avenue,1562 24th Ave,1.0,2.0,1325.0,06/28/2013,631000.0,37.758438,-122.481809,Central Sunset,5.0,SingleFamily,1931.0,805512.0,94122.0
Address: 1 Rosella Court,1 Rosella Ct,2.0,3.0,1950.0,09/10/2014,775000.0,37.722198,-122.438711,Mission Terrace,6.0,SingleFamily,1900.0,1020177.0,94112.0
Address: 358 Hearst Avenue,358 Hearst Ave,3.0,4.0,2735.0,06/28/2013,650000.0,37.730971,-122.445657,Sunnyside,10.0,Duplex,1914.0,1330819.0,94112.0
Address: 587 Banks Street,587 Banks St,1.0,1.0,999.0,06/28/2013,650500.0,37.73602,-122.412759,Bernal Heights,4.0,MultiFamily2To4,1951.0,1021049.0,94110.0
Address: 1526 Florida Street,1526 Florida St,1.0,3.0,1620.0,06/28/2013,700000.0,37.747868,-122.409878,Bernal Heights,6.0,SingleFamily,1920.0,888058.0,94110.0
Address: 72 Lapham Way,72 Lapham Way,2.0,3.0,1213.0,06/28/2013,708000.0,37.709193,-122.428656,Crocker Amazon,5.0,SingleFamily,1952.0,565193.0,94112.0
Address: 300 3rd Street #611,300 3rd St APT 611,1.0,1.0,946.0,06/28/2013,711000.0,37.783184,-122.399084,Yerba Buena,3.0,Condominium,1990.0,998326.0,94107.0
Address: 2087 44th Avenue,2087 44th Ave,2.0,3.0,1214.0,06/28/2013,750000.0,37.747733,-122.503132,Outer Parkside,5.0,SingleFamily,1945.0,878701.0,94116.0
Address: 758 Great Highway #3,758 Great Hwy # 3,2.0,3.0,1491.0,06/28/2013,780000.0,37.774059,-122.510726,Outer Richmond,6.0,Condominium,1991.0,922571.0,94121.0
Address: 100 Amazon Avenue,100 Amazon Ave,1.5,3.0,2340.0,06/28/2013,800000.0,37.716698,-122.439595,Excelsior,7.0,SingleFamily,1922.0,921875.0,94112.0
Address: 1686 York Street,1686 York St,1.5,2.0,792.0,06/28/2013,806000.0,37.746545,-122.405701,Bernal Heights,5.0,SingleFamily,1900.0,1312246.0,94110.0
Address: 1450 Greenwich Street #401,1450 Greenwich St APT 401,1.0,1.0,858.0,06/28/2013,830000.0,37.800755,-122.42357,Russian Hill,3.0,Condominium,1928.0,1055173.0,94109.0
Address: 159 Monticello Street,159 Monticello St,1.5,3.0,1510.0,06/28/2013,833000.0,37.717162,-122.471003,Ingleside Heights,6.0,SingleFamily,1947.0,710522.0,94132.0
Address: 690 Chestnut Street #402,690 Chestnut St APT 402,2.0,2.0,1087.0,06/28/2013,860000.0,37.803839,-122.414563,North Beach,4.0,Condominium,1997.0,1173690.0,94133.0
Address: 368 Elm Street #405,368 Elm St APT 405,2.0,2.0,1183.0,06/28/2013,865000.0,37.781379,-122.423141,Van Ness - Civic Center,5.0,Condominium,2007.0,1071557.0,94102.0
Address: 2534 21st Avenue,2534 21st Ave,3.0,6.0,2503.0,11/22/2013,1080000.0,37.740417,-122.477327,Parkside,11.0,SingleFamily,1925.0,1662577.0,94116.0
Address: 607 40th Avenue,607 40th Ave,2.0,2.0,1850.0,06/28/2013,875000.0,37.777204,-122.500935,Outer Richmond,8.0,SingleFamily,1923.0,1378819.0,94121.0
Address: 631 Folsom Street #6B,631 Folsom St APT 6B,2.0,2.0,1054.0,12/05/2014,221500.0,37.784714,-122.396873,Yerba Buena,5.0,Condominium,2009.0,1406326.0,94107.0
Address: 219 Brannan Street #10C,219 Brannan St UNIT 10C,1.0,1.0,899.0,06/28/2013,890000.0,37.782575,-122.390364,South Beach,3.0,Condominium,2000.0,1144067.0,94107.0
Address: 366 Claremont Boulevard,366 Claremont Blvd,1.5,3.0,1788.0,06/28/2013,937500.0,37.739898,-122.465598,West Portal,8.0,SingleFamily,1925.0,1905983.0,94127.0
Address: 2130 34th Avenue,2130 34th Ave,4.0,4.0,1796.0,06/28/2013,970000.0,37.747329,-122.491784,Parkside,7.0,SingleFamily,1941.0,1307061.0,94116.0
Address: 1335 Minna Street #2,1335 Minna St # 2,2.0,1.0,1948.0,06/28/2013,1025000.0,37.767715,-122.41898,Mission,7.0,Condominium,2001.0,1278572.0,94103.0
Address: 410 Jessie Street #902,410 Jessie St STE 101,1.0,1.0,2026.0,09/05/2014,1820000.0,37.783195,-122.407695,South of Market,4.0,Condominium,1926.0,2247074.0,94103.0
Address: 1800 Bryant Street #202,1800 Bryant St STE 202,2.0,1.0,935.0,02/08/2016,825000.0,37.764088,-122.410828,Mission,3.0,Condominium,2000.0,888893.0,94110.0
Address: 3919 17th Street,3919 17th St,1.0,2.0,968.0,02/08/2016,1065000.0,37.76241,-122.433456,Eureka Valley - Dolores Heights - Castro,4.0,MultiFamily2To4,1910.0,1001151.0,94114.0
Address: 325 Locust Street,325 Locust St,2.0,3.0,1950.0,02/08/2016,1925000.0,37.787916,-122.452338,Presidio Heights,7.0,Condominium,1905.0,2518467.0,94118.0
Address: 50 Longview Court,50 Longview Ct,2.0,4.0,1703.0,02/08/2016,1250000.0,37.748415,-122.450795,Midtown Terrace,8.0,SingleFamily,1955.0,1357552.0,94131.0
Address: 2243 Franklin Street,2243 Franklin St,2.0,2.0,1463.0,02/05/2016,1950000.0,37.795139,-122.425309,Pacific Heights,7.0,Condominium,1900.0,1917877.0,94109.0
Address: 576 Brunswick Street,576 Brunswick St,1.0,2.0,1200.0,02/05/2016,609000.0,37.710208,-122.445075,Crocker Amazon,5.0,SingleFamily,1931.0,634167.0,94112.0
Address: 79 Seward Street,79 Seward St,2.0,3.0,2650.0,02/05/2016,2350000.0,37.758626,-122.440801,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,1929.0,2222794.0,94114.0
Address: 2105 Buchanan Street #6,2105 Buchanan St APT 6,2.0,3.0,1700.0,02/05/2016,1770000.0,37.789597,-122.430787,Pacific Heights,5.0,Condominium,1921.0,1124419.0,94115.0
Address: 2017 Buchanan Street,2017 Buchanan St,4.0,4.0,2850.0,02/05/2016,2800000.0,37.788913,-122.430728,Lower Pacific Heights,7.0,Condominium,1890.0,3050160.0,94115.0
Address: 1015 Ashbury Street #2,1015 Ashbury St APT 2,2.0,2.0,1252.0,02/05/2016,1350000.0,37.76432,-122.446342,Parnassus - Ashbury,4.0,Condominium,1913.0,1319182.0,94117.0
Address: 170 Bridgeview Drive,170 Bridgeview Dr,2.0,3.0,1297.0,02/05/2016,725000.0,37.735503,-122.397062,Silver Terrace,6.0,SingleFamily,1964.0,806345.0,94124.0
Address: 884 Ingerson Avenue,884 Ingerson Ave,3.0,5.0,1789.0,02/05/2016,850000.0,37.71805,-122.390617,Bayview,8.0,SingleFamily,1964.0,908126.0,94124.0
Address: 475 Princeton Street,475 Princeton St,1.0,2.0,1254.0,02/05/2016,860000.0,37.72396,-122.413872,Portola,5.0,SingleFamily,1949.0,796172.0,94134.0
Address: 651 5th Avenue,651 5th Ave,2.0,2.0,1003.0,05/01/2013,825000.0,37.77632,-122.462935,Inner Richmond,5.0,Condominium,1900.0,901934.0,94118.0
Address: 1822 33rd Avenue,1822 33rd Ave,1.0,3.0,1682.0,05/01/2013,530000.0,37.753107,-122.491111,Central Sunset,7.0,SingleFamily,1941.0,1164590.0,94122.0
Address: 55 Retiro Way,55 Retiro Way,3.0,5.0,2593.0,05/01/2013,2750000.0,37.805053,-122.438321,Marina,11.0,SingleFamily,1927.0,4522763.0,94123.0
Address: 240 Santa Paula Avenue,240 Santa Paula Ave,2.0,4.0,2020.0,05/01/2013,1750000.0,37.736068,-122.463188,St. Francis Wood,7.0,SingleFamily,1924.0,3001984.0,94127.0
Address: 690 Panorama Drive,690 Panorama Dr,2.0,5.0,1095.0,05/01/2013,736000.0,37.753789,-122.452551,Midtown Terrace,9.0,SingleFamily,1964.0,1175708.0,94131.0
Address: 151 Olympia Way,151 Olympia Way,2.0,3.0,1930.0,05/01/2013,1250000.0,37.751062,-122.454152,Midtown Terrace,9.0,SingleFamily,1957.0,1530692.0,94131.0
Address: 2156 Leavenworth Street,2156 Leavenworth St,2.0,3.0,1875.0,05/01/2013,1475000.0,37.801063,-122.417441,Russian Hill,6.0,Condominium,1924.0,1959255.0,94133.0
Address: 501 Beale Street #16F,501 Beale St UNIT 16F,1.0,2.0,852.0,04/30/2013,343500.0,37.786235,-122.389068,South Beach,4.0,Condominium,2006.0,1134442.0,94105.0
Address: 501 Beale Street #11D,501 Beale St UNIT 11D,2.0,2.0,1259.0,04/30/2013,1250000.0,37.786235,-122.389068,South Beach,4.0,Condominium,2006.0,1951632.0,94105.0
Address: 425 1st Street #1902,425 1st St UNIT 1902,2.0,2.0,1309.0,03/04/2016,2190000.0,37.786064,-122.392173,South Beach,4.0,Condominium,2008.0,2271302.0,94105.0
Address: 75 Folsom Street #1502,75 Folsom St APT 1502,2.0,2.0,1302.0,04/30/2013,3900000.0,37.7898,-122.389765,South Beach,4.0,Condominium,1991.0,1633339.0,94105.0
Address: 451 Kansas Street #560,451 Kansas St UNIT 560,1.0,1.0,775.0,04/30/2013,636000.0,37.764114,-122.402984,Potrero Hill,3.0,Condominium,2007.0,855962.0,94107.0
Address: 1 Daniel Burnham Court #707,1 Daniel Burnham Ct APT 707,3.0,3.0,1613.0,03/23/2005,1100000.0,37.786755,-122.4225,Van Ness - Civic Center,6.0,Condominium,1988.0,1536503.0,94109.0
Address: 2724 21st Street,2724 21st St,3.0,3.0,1897.0,12/03/2015,550000.0,37.757795,-122.409332,Mission,6.0,SingleFamily,1900.0,1640311.0,94110.0
Address: 61 Manchester Street,61 Manchester St,1.0,1.0,440.0,11/21/2014,915000.0,37.746128,-122.41403,Bernal Heights,2.0,SingleFamily,1907.0,912100.0,94110.0
